Name,Acc,Agi,Bal,Jum,Nat,Pac,Sta,Str,Agg,Ant,Bra,Cmp,Cnt,Cre,Dec,Det,Fla,Inf,Off,Pos,Tea,Wor,Cor,Cro,Dri,Fin,Fir,Fre,Hea,Lon,LTh,Mar,Pas,Pen,Tac,Tec,Age,Position,Value,Predicted_value,Difference
 Romain Bayard                   ,11,14,8,5,10,14,8,5,9,10,3,14,7,11,4,8,17,7,12,6,8,13, 5   , 7   , 12  , 13  ,12,7, 5   , 6   , 4   , 1   , 10  ,10, 8   ,12,17, ST                  ,1.1,4.7241545,3.6241544723510746
 Felix Lohkemper           ,11,9,7,8,15,11,4,7,13,7,6,9,4,4,5,10,13,1,8,5,6,9, 7   , 4   , 7   , 12  ,12,8, 12  , 12  , 5   , 2   , 11  ,2, 2   ,7,16, ST                                 ,0.095,0.49254656,0.3975465583801269
 Youssouf Hadji                  ,15,15,14,12,13,11,14,14,6,15,13,12,13,12,12,16,14,14,13,11,13,14, 11  , 13  , 14  , 12  ,15,11, 16  , 13  , 5   , 7   , 12  ,13, 6   ,15,31," AM (C), ST          ",3.5,18.07001,14.570008754730225
 Son Heung-Min             ,16,15,9,8,10,14,11,10,9,15,10,13,8,7,9,12,14,5,14,5,8,10, 6   , 7   , 13  , 16  ,13,12, 10  , 14  , 5   , 4   , 8   ,12, 5   ,14,18," AM (RC), ST                        ",10.25,16.557442,6.307440757751466
 Leon Best             ,13,11,10,13,15,15,10,15,9,6,13,11,7,9,9,11,13,7,12,10,12,11, 7   , 12  , 13  , 12  ,13,10, 13  , 9   , 4   , 8   , 10  ,11, 7   ,11,24, ST                       ,6.0,7.050519,1.0505189895629885
 Simon Terodde           ,11,10,10,17,9,12,8,15,5,11,7,10,11,13,14,10,13,12,11,13,11,12, 11  , 8   , 9   , 13  ,9,7, 15  , 12  , 8   , 8   , 7   ,11, 8   ,10,23, ST                          ,3.1,2.0617151,-1.0382848739624024
 Jordan Mignon                   ,12,12,13,11,14,11,11,14,8,11,13,8,9,9,11,14,13,8,10,3,8,9, 5   , 7   , 10  , 10  ,11,7, 13  , 9   , 5   , 3   , 8   ,11, 2   ,11,19, ST                  ,0.12,3.4155965,3.2955964851379393
 Karim Bellarabi           ,15,14,14,10,14,14,9,5,16,12,5,12,8,12,13,10,11,9,7,11,10,14, 10  , 12  , 14  , 12  ,14,10, 11  , 11  , 4   , 10  , 11  ,10, 8   ,14,21," AM (R), ST                         ",2.9,9.598591,6.698591327667236
 Federico Maccarone           ,13,12,10,10,6,12,5,3,14,3,5,5,13,4,8,6,7,9,1,9,7,9, 2   , 2   , 10  , 11  ,11,4, 9   , 1   , 1   , 2   , 5   ,1, 1   ,6,16, ST                     ,0.085,0.19035816,0.10535816192626953
 Anthony Lozano          ,13,11,11,8,14,13,8,8,5,9,1,12,8,11,9,6,11,7,13,9,10,11, 9   , 5   , 13  , 13  ,13,9, 11  , 7   , 4   , 3   , 12  ,9, 7   ,13,18, ST                  ,1.7999999999999998,2.538085,0.7380849838256837
 Luke Freeman          ,12,11,10,10,8,12,10,10,12,8,8,11,9,10,8,9,13,6,12,7,12,14, 2   , 7   , 10  , 11  ,9,5, 8   , 5   , 2   , 5   , 8   ,10, 6   ,12,19," AM (L), ST               ",1.1,1.7152429,0.615242862701416
 Semih Daglar              ,11,9,9,12,12,10,8,4,5,7,3,11,10,5,8,8,13,1,11,2,12,12, 7   , 6   , 8   , 11  ,11,7, 11  , 6   , 1   , 6   , 3   ,7, 1   ,10,18, ST                                 ,0.21999999999999997,0.2901721,0.07017210006713868
 Mase Nana Addo Welbek       ,13,12,12,7,14,13,10,4,8,3,5,7,9,6,7,9,11,10,9,6,13,14, 9   , 5   , 7   , 13  ,13,9, 13  , 11  , 7   , 2   , 10  ,9, 1   ,13,16, ST                    ,1.7999999999999998,1.8934393,0.09343929290771491
 Jorge Mart¡nez               ,12,14,10,10,9,13,14,14,13,12,14,9,11,12,12,18,17,12,15,10,12,14, 2   , 6   , 10  , 9   ,13,8, 16  , 12  , 5   , 5   , 12  ,12, 6   ,14,25, ST                     ,2.8000000000000003,8.693271,5.8932706832885735
 Francesco Pagliarini         ,11,8,6,8,10,9,6,3,5,5,3,4,2,3,1,8,8,11,9,5,13,9, 8   , 5   , 10  , 10  ,9,4, 6   , 4   , 1   , 1   , 3   ,2, 1   ,5,17, ST                     ,0.12,0.052802563,-0.06719743728637695
 Mamadou Samassa                 ,15,13,15,13,12,12,15,15,12,13,11,11,14,8,10,11,11,7,13,9,14,14, 5   , 8   , 12  , 12  ,13,10, 14  , 13  , 5   , 6   , 10  ,14, 4   ,12,25, ST                  ,5.0,9.0131645,4.013164043426514
 Edinson Cavani               ,13,13,14,14,18,17,20,15,11,12,15,15,14,12,15,14,11,15,17,12,14,19, 8   , 8   , 13  , 17  ,15,6, 15  , 15  , 8   , 4   , 15  ,15, 2   ,14,24," AM (R), ST             ",18.0,47.07182,29.071819305419922
 Christopher Quiring     ,13,13,13,5,10,13,10,5,3,8,10,13,13,10,10,10,9,13,13,9,10,14, 10  , 13  , 13  , 13  ,13,9, 13  , 12  , 9   , 3   , 13  ,9, 7   ,11,20," M (R), AM (RL), ST          ",1.6,13.698757,12.098756694793702
 Santiago Silva               ,10,12,17,16,10,12,16,17,15,15,18,15,13,10,12,18,5,13,16,3,14,16, 8   , 12  , 12  , 15  ,13,12, 17  , 15  , 6   , 6   , 12  ,12, 11  ,13,27, ST                     ,4.6000000000000005,33.623413,29.023411655426024
 Gianmarco Gerevini          ,12,9,8,13,17,10,6,5,12,3,1,5,2,6,5,6,5,1,12,3,9,9, 4   , 2   , 7   , 6   ,8,2, 9   , 3   , 1   , 2   , 8   ,4, 2   ,5,18, ST                    ,0.014,0.028104782,0.014104782104492187
 Craig Bellamy         ,17,14,14,6,14,15,11,11,16,13,15,12,12,12,12,16,12,7,15,9,17,17, 12  , 13  , 13  , 12  ,14,11, 8   , 12  , 4   , 8   , 11  ,14, 8   ,12,31," M (RL), AM (L), ST       ",5.0,22.413866,17.41386651992798
 Federico Piovaccari         ,13,11,12,11,15,14,15,16,8,12,10,13,13,10,14,16,17,12,13,9,12,12, 4   , 8   , 10  , 15  ,10,4, 13  , 8   , 4   , 4   , 10  ,13, 4   ,13,26, ST                    ,0.925,6.5474176,5.6224176406860344
 Jan Schlaudraff           ,18,16,9,9,8,15,9,8,5,13,6,14,7,14,12,5,17,5,10,7,6,9, 10  , 12  , 17  , 13  ,16,11, 7   , 11  , 5   , 5   , 14  ,12, 4   ,16,27," AM (RC), ST                        ",5.0,25.489086,20.489087104797363
 Mohammadou Idrissou     ,13,9,17,18,16,16,15,18,18,12,19,9,14,7,9,15,9,13,10,9,5,18, 5   , 8   , 12  , 8   ,7,6, 18  , 9   , 6   , 5   , 7   ,11, 10  ,7,31," AM (L), ST                  ",1.6,6.305535,4.705534839630126
 Patrick Schmidt           ,10,9,9,12,9,10,10,10,9,9,10,9,9,9,9,10,5,5,9,6,9,10, 6   , 6   , 9   , 10  ,9,6, 11  , 7   , 5   , 6   , 9   ,9, 6   ,9,18, ST                                 ,0.21999999999999997,0.7345724,0.5145724105834961
 Joe Mason            ,9,12,10,11,14,10,13,9,8,14,7,13,11,12,12,12,12,7,13,7,12,11, 7   , 7   , 12  , 12  ,12,5, 12  , 6   , 5   , 5   , 10  ,10, 5   ,12,20," AM (RLC), ST           ",0.4,2.934916,2.5349160194396974
 Christian Montano    ,12,13,10,11,8,12,9,8,6,10,6,11,6,11,10,10,9,9,11,5,7,11, 9   , 10  , 12  , 12  ,8,9, 8   , 10  , 9   , 7   , 9   ,9, 8   ,11,19, ST                     ,1.7999999999999998,1.9039798,0.10397977828979499
 Alberto Gilardino            ,15,14,14,13,16,14,13,14,11,16,14,14,16,12,15,16,12,9,15,8,11,14, 3   , 8   , 11  , 14  ,15,6, 17  , 10  , 10  , 5   , 13  ,15, 6   ,14,29, ST                     ,9.75,26.841173,17.09117317199707
 Alessandro Berardi           ,12,12,13,12,11,10,2,5,7,7,9,9,9,1,8,5,3,6,2,8,1,1, 2   , 4   , 11  , 8   ,8,2, 11  , 3   , 2   , 5   , 8   ,4, 1   ,9,16, ST                     ,0.10999999999999999,0.48808575,0.37808574676513673
 Joseba Llorente         ,12,14,13,12,13,12,15,10,10,16,17,15,12,12,14,14,11,14,16,11,16,18, 5   , 9   , 12  , 16  ,14,10, 17  , 11  , 7   , 5   , 12  ,15, 8   ,12,31, ST                         ,3.8,12.962658,9.162658405303954
 Milan Lalkovic        ,16,10,8,8,10,13,12,6,6,10,8,10,8,9,8,15,14,6,13,7,10,15, 10  , 9   , 12  , 11  ,10,8, 8   , 7   , 2   , 3   , 9   ,10, 5   ,11,18," AM (RL), ST              ",4.1,2.1195054,-1.9804945945739743
 Jorge Mosquera          ,14,14,12,8,11,13,10,8,8,9,12,9,8,12,8,12,13,6,12,9,8,9, 4   , 7   , 12  , 10  ,13,9, 7   , 10  , 4   , 3   , 10  ,12, 3   ,12,21, ST                          ,0.16,4.540837,4.380836811065674
 Peniel Mlapa              ,14,10,13,14,13,17,10,16,16,8,15,10,9,13,9,10,11,5,8,7,16,14, 6   , 12  , 13  , 9   ,14,8, 7   , 10  , 6   , 5   , 11  ,10, 9   ,13,20," AM (R), ST                         ",6.0,17.012922,11.012922763824463
 Matteo Liviero               ,11,12,14,2,13,14,13,6,16,9,4,8,10,11,10,9,4,6,6,8,11,14, 6   , 5   , 10  , 8   ,12,8, 12  , 6   , 1   , 4   , 6   ,8, 2   ,9,18, ST                     ,0.44999999999999996,1.581831,1.1318309783935547
 Giacomo Signorini            ,12,12,12,7,12,12,6,3,3,7,4,7,6,8,6,9,5,8,5,2,8,10, 8   , 4   , 6   , 10  ,7,8, 12  , 5   , 1   , 2   , 5   ,2, 2   ,5,17, ST                     ,0.085,0.21440506,0.1294050598144531
 Jay Bothroyd          ,13,10,12,15,14,14,12,16,7,12,10,13,11,13,13,10,14,12,11,5,11,11, 5   , 10  , 13  , 13  ,14,11, 14  , 13  , 5   , 7   , 15  ,11, 6   ,14,29, ST                       ,4.8,13.024504,8.2245041847229
 Theo Walcott          ,19,16,14,7,16,19,14,9,7,12,9,11,11,12,9,15,12,3,12,7,14,13, 7   , 12  , 14  , 13  ,12,10, 5   , 6   , 4   , 7   , 11  ,10, 7   ,13,22," AM (R), ST               ",14.75,32.29905,17.54905128479004
 Claudio Pizarro           ,12,13,17,16,11,10,12,15,8,19,14,18,10,13,18,12,15,12,19,7,6,8, 9   , 10  , 13  , 14  ,17,11, 19  , 11  , 6   , 3   , 14  ,13, 5   ,17,32, ST                                 ,6.75,16.907894,10.157894611358643
 Agostino Gallo               ,12,8,7,13,11,10,6,4,9,7,1,6,6,12,4,6,5,11,9,7,15,8, 3   , 4   , 9   , 14  ,12,7, 16  , 8   , 5   , 7   , 9   ,13, 7   ,11,34, ST                     ,0.375,0.34204006,-0.03295993804931639
 Eurico Sebastiao     ,10,7,6,4,11,12,8,6,7,10,10,11,14,12,11,10,10,7,7,5,10,12, 6   , 9   , 7   , 11  ,7,10, 5   , 5   , 3   , 4   , 4   ,9, 6   ,11,16," M (R), ST              ",1.3,0.9311819,-0.36881809234619145
 Dolan Bahamboula                ,12,11,12,6,9,11,6,3,11,8,9,6,5,5,6,7,14,4,12,3,6,10, 4   , 6   , 11  , 8   ,12,8, 11  , 12  , 3   , 1   , 5   ,8, 1   ,11,16, ST                  ,1.1,1.174469,0.074468994140625
 Kenn Kichenin                   ,13,11,10,6,15,12,8,4,6,10,3,4,9,7,4,8,9,5,13,8,8,12, 9   , 6   , 8   , 8   ,12,9, 10  , 9   , 2   , 3   , 7   ,9, 3   ,11,17, ST                  ,0.095,0.7287049,0.6337049293518067
 Jordan McLeod        ,12,12,11,7,8,12,6,1,9,3,3,8,3,5,4,9,9,10,8,5,15,10, 5   , 3   , 9   , 10  ,4,8, 4   , 4   , 1   , 6   , 3   ,1, 1   ,6,17, ST                     ,0.007,0.032577515,0.0255775146484375
 Matty Fryatt         ,10,14,15,11,9,11,13,11,9,15,9,13,12,13,11,10,13,8,16,9,11,14, 7   , 10  , 13  , 14  ,15,10, 12  , 10  , 4   , 6   , 11  ,16, 7   ,14,25, ST                     ,1.9,19.648777,17.748776054382326
 Gatan Laborde                  ,13,12,13,10,15,11,10,12,7,10,13,7,7,7,8,15,12,5,11,2,8,11, 5   , 7   , 8   , 10  ,11,6, 11  , 8   , 5   , 2   , 7   ,10, 2   ,11,17, ST                  ,2.0,2.3655868,0.365586757659912
 Fernando Llorente       ,11,11,19,19,16,14,16,18,12,15,15,14,15,14,14,15,14,14,16,11,15,15, 4   , 11  , 14  , 16  ,13,6, 18  , 11  , 5   , 5   , 13  ,14, 7   ,15,26, ST                         ,24.5,49.394577,24.89457893371582
 Alexander Iashvili      ,14,12,11,7,15,14,12,9,5,12,12,13,11,14,14,15,15,15,13,4,14,12, 12  , 13  , 15  , 13  ,14,13, 6   , 13  , 4   , 2   , 12  ,15, 3   ,14,33," AM (LC), ST                 ",1.1,19.714605,18.614605808258055
 Rubn Garc¡a            ,12,12,12,2,9,12,4,2,7,6,2,8,3,2,4,5,14,10,9,4,7,7, 8   , 6   , 9   , 9   ,8,5, 10  , 5   , 1   , 1   , 8   ,2, 1   ,6,17, ST                         ,0.014,0.13312817,0.11912816619873047
 Ylli Sallahi              ,12,9,7,7,8,11,8,8,4,5,6,5,6,8,6,10,8,2,9,5,8,10, 5   , 4   , 8   , 9   ,8,5, 7   , 8   , 5   , 5   , 11  ,5, 5   ,8,17," AM (C), ST                         ",0.325,0.19724846,-0.12775154113769532
 Florian Schmidt           ,12,10,11,6,17,8,8,3,6,5,7,6,7,10,3,10,7,1,11,3,9,12, 4   , 2   , 12  , 7   ,12,7, 11  , 7   , 1   , 1   , 4   ,8, 2   ,8,16, ST                                 ,0.1,0.24056673,0.14056673049926757
 Alexandre Lacazette             ,18,15,12,7,15,16,11,9,7,10,7,13,13,11,11,14,14,6,13,5,6,8, 6   , 8   , 14  , 11  ,12,8, 6   , 10  , 5   , 2   , 9   ,12, 2   ,14,20," AM (R), ST          ",2.6,8.930135,6.330134773254395
 Alessandro Provenzano       ,11,12,9,11,13,10,8,10,10,8,7,7,6,7,6,10,13,7,10,4,6,7, 10  , 10  , 12  , 9   ,8,10, 5   , 7   , 4   , 4   , 9   ,10, 4   ,11,19," AM (RLC), ST          ",0.011999999999999999,0.84266186,0.8306618576049805
 Manu Dimas              ,13,11,8,10,11,13,7,4,12,4,9,9,3,11,11,10,7,1,5,6,12,11, 6   , 9   , 13  , 13  ,7,9, 10  , 10  , 3   , 4   , 10  ,4, 9   ,9,19," AM (C), ST          ",0.045,0.5455184,0.5005183982849122
 Ciro Immobile               ,13,11,16,13,18,12,12,13,13,8,13,10,7,8,12,11,8,11,15,5,11,13, 5   , 7   , 10  , 13  ,10,7, 15  , 6   , 5   , 3   , 11  ,12, 3   ,11,21, ST                    ,2.5,3.1264687,0.6264686584472656
 ?scar Vega              ,13,13,13,9,10,13,13,6,13,13,6,11,9,10,12,6,8,13,13,8,7,10, 7   , 10  , 13  , 10  ,12,9, 7   , 10  , 3   , 3   , 6   ,3, 8   ,10,24," AM (RL), ST         ",2.1,4.8041368,2.7041367530822757
 Tunay Torun               ,14,13,9,8,11,12,9,11,8,10,5,11,8,12,10,10,14,4,12,6,7,8, 10  , 9   , 14  , 11  ,14,8, 6   , 7   , 4   , 4   , 13  ,10, 6   ,15,21," AM (RLC), ST                       ",3.3000000000000003,3.4384418,0.13844175338745102
 Alain Eizmendi          ,15,13,9,6,15,14,8,5,10,9,11,7,10,8,9,10,11,7,10,2,6,5, 7   , 10  , 11  , 11  ,13,7, 7   , 8   , 1   , 2   , 8   ,10, 3   ,13,21," AM (R), ST                 ",0.775,5.365684,4.590684032440185
 Daniel Bogdanovic    ,12,12,9,14,14,12,13,7,9,13,11,10,12,10,12,12,12,5,11,13,13,13, 6   , 13  , 13  , 13  ,13,9, 12  , 10  , 6   , 8   , 11  ,14, 5   ,12,31, ST                     ,0.10999999999999999,3.795557,3.6855570220947262
 Sar Sne                 ,10,10,14,14,12,12,10,16,9,12,8,11,11,11,11,10,13,7,13,6,11,11, 9   , 9   , 9   , 11  ,10,9, 13  , 12  , 6   , 4   , 9   ,9, 5   ,10,24, ST                                 ,2.2,1.9848704,-0.21512956619262696
 Iriome                  ,13,11,9,13,11,14,13,12,10,12,13,7,9,9,8,12,12,7,15,6,12,14, 8   , 10  , 10  , 11  ,9,5, 7   , 8   , 4   , 4   , 10  ,8, 7   ,10,24," AM (R), ST          ",2.4,2.272215,-0.12778511047363272
 Lars Fuchs                ,13,12,9,9,10,11,12,10,7,9,11,11,12,9,9,10,12,10,11,6,10,13, 9   , 9   , 10  , 12  ,9,7, 7   , 9   , 7   , 6   , 8   ,12, 7   ,10,28," M/AM (L), ST                       ",0.8250000000000001,1.4342189,0.6092188835144042
 Alejandro Alfaro        ,14,15,8,8,10,14,12,8,8,12,9,13,9,14,15,13,16,10,16,7,11,10, 10  , 13  , 14  , 15  ,15,10, 13  , 14  , 5   , 4   , 13  ,12, 5   ,15,24," AM (RC), ST                ",5.0,40.974953,35.97495079040527
 Darren Bent           ,18,12,11,12,15,15,15,13,11,17,11,12,14,7,15,17,8,9,18,5,13,15, 7   , 9   , 12  , 15  ,11,11, 13  , 9   , 6   , 5   , 9   ,15, 4   ,11,27, ST                       ,29.0,16.574709,-12.425290584564209
 Daryl Murphy         ,13,12,12,16,16,12,12,12,7,9,5,12,11,9,12,6,12,6,12,9,9,9, 14  , 13  , 11  , 12  ,11,11, 14  , 11  , 6   , 6   , 12  ,15, 7   ,10,28," AM (L), ST             ",0.925,2.023816,1.0988161087036132
 Adri Carmona                ,15,14,6,5,11,13,6,4,8,10,6,9,7,9,6,10,14,3,11,3,6,7, 7   , 11  , 10  , 8   ,13,9, 11  , 8   , 7   , 5   , 9   ,9, 3   ,10,18," AM (L), ST             ",0.44999999999999996,2.6889682,2.2389681816101077
 Pavel Fort              ,10,8,16,15,11,10,12,15,14,15,14,14,13,9,12,8,9,7,13,9,11,13, 5   , 8   , 10  , 14  ,10,8, 16  , 13  , 7   , 7   , 11  ,14, 4   ,11,27, ST                          ,1.2,4.081056,2.8810561180114744
 Papiss Ciss              ,13,16,17,14,16,15,12,13,9,18,11,15,14,9,16,14,11,6,17,7,15,13, 5   , 8   , 10  , 17  ,17,7, 13  , 11  , 3   , 4   , 13  ,12, 5   ,15,26, ST                                 ,11.5,47.366123,35.86612319946289
 Yakubu                ,13,11,17,11,14,12,12,16,14,12,11,17,12,14,12,12,14,11,13,7,13,7, 6   , 10  , 10  , 16  ,10,8, 13  , 13  , 4   , 4   , 13  ,17, 7   ,15,28, ST                       ,3.2,12.763273,9.5632737159729
 Jason Gilchrist      ,12,8,7,8,17,10,6,2,9,10,4,10,3,5,6,9,12,4,12,4,9,10, 5   , 3   , 8   , 7   ,5,7, 12  , 7   , 1   , 3   , 2   ,8, 1   ,6,17, ST                     ,0.007,0.072398186,0.06539818572998046
 Nando Rafael              ,13,13,14,12,11,14,11,15,12,11,14,12,9,9,9,13,14,8,15,7,12,11, 5   , 8   , 13  , 14  ,12,10, 14  , 9   , 8   , 7   , 11  ,14, 8   ,13,27, ST                                 ,3.2,11.779175,8.579174804687499
 Marc Winter             ,12,11,8,10,4,12,6,2,17,7,4,8,4,5,4,9,7,11,9,4,10,11, 8   , 6   , 5   , 12  ,9,4, 12  , 9   , 1   , 2   , 4   ,2, 1   ,6,18, ST                          ,0.011999999999999999,0.2057457,0.19374569702148436
 Damien Le Tallec          ,14,13,12,11,10,12,14,11,9,12,11,10,8,11,9,12,12,5,13,6,13,9, 7   , 9   , 13  , 12  ,12,9, 13  , 10  , 4   , 3   , 10  ,11, 6   ,13,21," AM (R), ST                         ",2.6,7.872653,5.272653007507325
 James Taylor         ,7,12,9,11,13,7,9,9,4,4,3,4,8,7,10,10,11,6,10,9,11,11, 3   , 6   , 8   , 9   ,6,4, 8   , 8   , 3   , 7   , 9   ,6, 7   ,11,18," AM (L), ST             ",0.007,0.08988619,0.08288618850708009
 Marcel Schied           ,15,11,10,9,10,9,9,10,10,8,13,10,12,8,11,8,11,12,12,10,10,11, 3   , 4   , 11  , 10  ,10,7, 8   , 10  , 6   , 9   , 10  ,8, 10  ,10,27, ST                          ,0.42500000000000004,0.80542326,0.3804232597351074
 John Jairo Mosquera     ,13,11,13,16,11,13,12,13,13,11,12,10,11,7,11,12,12,6,13,7,9,10, 10  , 7   , 12  , 12  ,11,10, 12  , 8   , 3   , 3   , 9   ,8, 5   ,12,23," AM (RL), ST                 ",0.625,2.4728417,1.847841739654541
 Richard Socrier                 ,13,13,15,11,13,12,13,15,7,12,12,12,11,9,10,9,11,7,13,9,12,8, 5   , 7   , 12  , 13  ,12,9, 14  , 12  , 5   , 5   , 10  ,13, 4   ,13,32, ST                  ,1.4000000000000001,4.3519926,2.951992607116699
 Villyan Bijev           ,7,8,9,12,11,12,10,8,5,11,8,14,12,6,8,10,14,5,13,5,5,8, 5   , 7   , 8   , 13  ,12,10, 8   , 8   , 4   , 4   , 9   ,3, 6   ,12,18, ST                          ,0.325,1.8301177,1.505117702484131
 Tim Kbel                 ,13,10,5,6,6,12,7,4,10,3,3,8,6,9,7,8,6,1,10,4,7,11, 5   , 10  , 13  , 10  ,6,9, 7   , 9   , 2   , 3   , 9   ,5, 3   ,8,17," M/AM (R), ST                       ",0.275,0.20810366,-0.06689634323120117
 Dieylani Fall                   ,14,13,15,17,14,11,10,12,8,12,11,12,9,7,10,10,13,5,11,4,8,9, 4   , 7   , 12  , 13  ,10,10, 14  , 11  , 5   , 4   , 9   ,15, 2   ,12,21, ST                  ,2.1,3.7848449,1.6848448753356935
 Adri n Sardinero        ,15,13,11,13,14,15,9,8,9,12,4,7,8,12,12,8,11,2,9,12,13,14, 8   , 6   , 14  , 11  ,12,11, 14  , 13  , 4   , 5   , 14  ,11, 10  ,12,20," AM (C), ST          ",2.4,3.0757236,0.6757236480712892
 Luismi Loro             ,14,11,8,7,13,14,11,8,3,7,9,9,12,13,10,10,14,12,15,10,9,8, 13  , 13  , 14  , 15  ,12,15, 8   , 13  , 6   , 4   , 12  ,14, 6   ,13,31," AM (LC), ST         ",0.24,6.230376,5.99037576675415
 Sandro                  ,11,7,6,11,8,11,5,1,7,1,4,10,3,4,2,9,13,1,9,2,8,9, 3   , 1   , 11  , 11  ,6,1, 8   , 5   , 1   , 3   , 7   ,7, 1   ,9,15, ST                         ,0.12,0.0577116,-0.062288398742675784
 Luke Williams        ,14,18,5,5,12,10,7,5,11,9,14,11,7,11,8,15,12,6,10,8,14,15, 9   , 8   , 13  , 8   ,7,6, 6   , 10  , 5   , 4   , 11  ,7, 6   ,10,18," AM (RLC), ST           ",2.6,0.7656574,-1.8343425750732423
 Martin Paterson      ,13,14,11,8,14,15,14,9,11,11,13,9,10,8,10,16,6,5,12,7,12,18, 4   , 13  , 12  , 14  ,10,8, 8   , 11  , 2   , 3   , 9   ,10, 4   ,12,24," AM (R), ST             ",2.3000000000000003,8.623457,6.323456954956055
 Mauro Z rate                 ,16,15,11,6,14,16,15,10,14,10,15,12,11,13,11,16,17,11,14,6,4,12, 12  , 14  , 17  , 13  ,15,15, 6   , 15  , 3   , 4   , 13  ,15, 6   ,17,24," AM (RLC), ST           ",9.75,48.530293,38.78029251098633
 Peter Skapetis       ,11,11,11,6,14,11,5,2,7,5,9,3,1,7,6,9,13,5,6,2,8,10, 1   , 3   , 8   , 9   ,10,1, 11  , 3   , 1   , 1   , 3   ,1, 1   ,10,16, ST                     ,0.008,0.13117313,0.12317313385009765
 Nico Klotz              ,15,14,8,7,12,12,10,7,7,11,12,8,9,12,10,11,13,6,12,7,11,13, 8   , 11  , 13  , 10  ,11,7, 6   , 7   , 5   , 4   , 10  ,7, 6   ,12,24," M/AM (R), ST                ",0.25,2.397101,2.1471009254455566
 Isaac Cuenca            ,14,11,6,8,9,12,12,7,8,10,8,10,9,11,10,10,12,7,12,6,7,7, 10  , 11  , 12  , 8   ,8,7, 6   , 10  , 6   , 4   , 12  ,9, 4   ,13,20," AM (RLC), ST        ",1.7999999999999998,1.2161684,-0.5838315963745117
 Sren Brandy            ,13,12,12,11,9,13,13,11,6,11,12,13,11,12,8,10,12,9,14,8,11,11, 5   , 7   , 10  , 11  ,14,5, 11  , 12  , 4   , 3   , 8   ,11, 3   ,12,26," AM (RC), ST                 ",0.525,6.393833,5.86883316040039
 Romain Davigny                  ,13,10,13,10,13,12,7,11,13,9,10,12,6,6,9,9,11,5,10,4,6,5, 3   , 5   , 9   , 11  ,11,5, 10  , 8   , 5   , 1   , 6   ,12, 1   ,9,17, ST                  ,1.1,1.8340063,0.7340063095092774
 Jonathan Walters      ,13,13,12,14,16,14,13,16,16,14,17,13,13,13,12,16,11,12,13,14,15,18, 7   , 10  , 12  , 13  ,11,7, 15  , 11  , 8   , 8   , 11  ,9, 11  ,12,27," M (RL), AM (RLC), ST     ",6.5,13.715968,7.215968132019043
 Arouna Kon             ,16,15,12,12,9,14,10,14,14,8,15,10,12,7,10,14,13,7,15,8,9,14, 8   , 12  , 14  , 13  ,13,12, 12  , 12  , 12  , 9   , 10  ,12, 5   ,12,27, ST                         ,2.3000000000000003,8.591768,6.291768741607666
 Nacho Novo              ,15,13,11,10,13,15,13,13,17,10,18,8,10,11,9,15,13,10,14,10,6,20, 7   , 12  , 13  , 13  ,11,7, 6   , 12  , 3   , 5   , 13  ,19, 6   ,14,32," AM (R), ST                 ",1.1,6.663704,5.563703918457032
 Franois-Xavier Fumu Tamuzo     ,13,7,12,11,15,13,8,9,7,6,7,7,7,8,6,8,8,5,7,3,7,10, 5   , 10  , 9   , 6   ,9,5, 11  , 5   , 4   , 3   , 7   ,4, 3   ,9,16," AM (R), ST          ",1.1,0.604229,-0.4957710266113281
 Baftimbi Gomis                 ,15,13,16,12,13,13,15,16,8,15,13,12,12,11,12,15,15,7,14,8,12,14, 5   , 8   , 12  , 14  ,13,9, 14  , 13  , 6   , 4   , 12  ,14, 4   ,13,25, ST                  ,8.25,18.028822,9.77882194519043
 Ruba                    ,7,9,9,7,12,11,5,5,9,2,5,5,2,9,5,7,9,11,6,3,8,9, 3   , 2   , 4   , 10  ,8,2, 12  , 4   , 1   , 2   , 10  ,8, 1   ,7,18, ST                  ,0.007,0.09356499,0.0865649871826172
 Aar¢n                   ,15,14,10,4,7,13,10,6,9,10,8,12,5,14,11,11,16,4,13,4,9,7, 13  , 13  , 15  , 12  ,13,10, 3   , 9   , 3   , 2   , 14  ,9, 5   ,15,22," AM (RLC), ST        ",1.7999999999999998,6.089089,4.289088916778565
 Nacho                   ,8,12,9,5,13,13,6,3,15,9,9,8,5,11,8,6,10,12,6,6,12,9, 5   , 9   , 8   , 10  ,9,6, 13  , 8   , 3   , 5   , 8   ,9, 2   ,12,18," AM (C), ST                 ",0.325,1.7341185,1.4091184616088868
 Juan Villar             ,14,14,11,11,16,12,12,11,8,12,10,12,10,5,9,10,11,8,12,7,12,10, 13  , 13  , 14  , 11  ,12,13, 12  , 11  , 5   , 10  , 12  ,11, 11  ,13,23," M/AM (R), ST        ",0.325,7.783799,7.458799171447755
 Michael O'Halloran    ,10,8,9,10,12,12,11,9,9,8,9,9,9,10,8,10,10,9,9,9,10,9, 7   , 6   , 9   , 10  ,10,7, 7   , 5   , 3   , 5   , 9   ,4, 3   ,9,20, ST                       ,0.275,0.6438303,0.36883029937744144
 Carlos Tevez          ,14,17,18,6,16,13,18,17,15,17,20,17,16,15,13,19,16,15,17,11,15,20, 8   , 14  , 16  , 15  ,16,15, 10  , 14  , 5   , 7   , 14  ,18, 11  ,16,27, ST                       ,40.0,63.138737,23.138737678527832
